tweet,real_news
"the international federation of football associations (fifa) informed the football association that mahmoud abdel moneim kahraba, the al-ahly club player, has expired today, and he has the right to participate normally in matches with al-ahly.",1
"amr el-shennawy is a referee for the el-gouna and el-entag el-harby match..mohamed el-hanafi for the tigris and al-masry al-youm, saturday, in the 16th round of the egypt cup",1
"ferreira asks to prepare the zamalek trio before facing pyramids in the league
#ontime_news https://t.co/itosowckek",1
there is no truth to the differences of #al-nani with hossam al-badri,1
"today, monday 3/6/2023, two matches were held within the 21st round of the egyptian premier league competition..",1
announcement is a matter of time after the screening is complete,1
the international federation's decision to assign the world cup final match between france and argentina to polish referee shimon marchiniak brought back close memories of the egyptian fans with the referee when he was a judge for the last summit match.,1
"amir mortada mansour: we know the value of ferreira very well, and the portuguese coach will not leave
#ontime_news https://t.co/amkksaetn3",1
"the presence of the international player mahmoud hassan trezeguet, the star of egypt, who is a professional in the ranks of the turkish club qasim pasha, in the ideal formation for the month of october",1
"the greek, papa vassiliou, the new coach of the national bank team, decided to pay mainly bassem morsi, the newcomer to the team in the last winter transfers, to lead the team's attack against future.",1
oh morning lights,1
the goal came after a perfect pass from the middle of the field by elias jelassi into the penalty area towards mohamed abdel latif grindou..,1
"the coaching staff of the first football team of zamalek club, led by portuguese josevaldo ferreira, announced the formation in which the team will play the tunisian esperance match scheduled for nine in the evening today.",1
"egypt is at the top of the world modern pentathlon championship, and today is the final of the tournament, with the participation of an egyptian quartet.. learn all the details
#ontime_news https://t.co/ysyfjmlswk",1
"the egyptian doubles, consisting of heidi adel and muhannad shaaban, ranked fourth in the mixed relay competitions in the modern pentathlon world cup.",1
"the egyptian youth team, born in 2003, led by mahmoud gaber, rehearsed today at the cairo international stadium, as part of its preparations for the african cup of nations, which will be held in egypt from february 19 to march 11.",1
"al-shams club team continued to lead the women's handball league table for the current season, after the end of the thirteenth round, with 32 points, by winning 10 matches and drawing one match.",1
"officially, the al-ahly, al-mokawloon, ismaili and pyramids meetings have been postponed",1
"mikali allows the media to attend the olympic team training this evening
#ontime_news https://t.co/bdkha5as9y",1
"pharco is preparing to face zamalek, which is scheduled for fifth in the evening of monday, february 6, at alexandria stadium, in the seventeenth round of the egyptian league competition.",1
"kohler began studying the matches of the auckland city team to find out the strengths and weaknesses of its ranks before meeting it in the opening of al-ahly's campaign in the club world cup, which is scheduled for early february.",1
"fifa praises the morals of the japanese national team and its fans: their journey is over, but they left their mark
#ontime_news https://t.co/jq0nmqnnli",1
"the delegation of the first football team in zamalek club is preparing to return to cairo, this afternoon, saturday, coming from libya, after confronting the sudanese mars.",1
"gamal allam, president of the egyptian football association, and amer hussein, member of the board of directors of the federation and chairman of the alexandria group, attended the opening of the group c matches of the u-20 african nations cup, hosted by alexandria stadium.",1
"enppi settles ramy sabry's fine after his apology and a new investigation today
enppi defender ramy sabry apologized to the management of the petroleum team for his televised statements that he made without permission last week",1
the chances of having mohamed salah with the olympic team are difficult,1
